Comments,Replies
요즘 웬만한 남돌 노래보다 좋은듯,요즘 웬만한 남돌 노래보다 좋은듯
플리는 아닌데 하루에 한 번씩 들으러 옵니다… 노래 너무 조아혀 ㅠㅠㅠ,플리는 아닌데 하루에 한 번씩 들으러 옵니다… 노래 너무 조아혀 ㅠㅠㅠ
0:47 미친거같음 하민아 찢었다 이 파트 때문에 타이틀이 이번앨범 내 최애곡 됨,0:47 미친거같음 하민아 찢었다 이 파트 때문에 타이틀이 이번앨범 내 최애곡 됨
별 소리 다 들어도 1위로 증명하자나~,별 소리 다 들어도 1위로 증명하자나~
음중 보고 찾아왔는데 일주일만에 푹 빠져서 모든 곡 찾아다닙니다 ,음중 보고 찾아왔는데 일주일만에 푹 빠져서 모든 곡 찾아다닙니다 
노래들이 내 취향이라 구독하러 옴ㅋㅋ,노래들이 내 취향이라 구독하러 옴ㅋㅋ
"아 공짜 바이럴 마케팅 달달하다
여러분들 더 오세요
🩷
더 오셔서 뮤비 조회수 많이 올려주시길..
+ 832만뷰 달달하다…","아 공짜 바이럴 마케팅 달달하다
여러분들 더 오세요
🩷
더 오셔서 뮤비 조회수 많이 올려주시길..
+ 832만뷰 달달하다…"
"타팬인데 노래좋아서 항상챙겨들어요!
이번뮤비 퀄리티 진짜 좋네요!!!","타팬인데 노래좋아서 항상챙겨들어요!
이번뮤비 퀄리티 진짜 좋네요!!!"
"I'm a zerose(ZB1's fan) and I'm Jiwoong biased and I know how much struggle jw went through and he finally debuted in ZB1 after trying 4 times, thats why I'm very supportive of Plave because there are real idols behind them and they are finally getting recognization now
P.S. Why and The 6th summer are my fav song from plave and this song is also going in my playlist","I'm a zerose(ZB1's fan) and I'm Jiwoong biased and I know how much struggle jw went through and he finally debuted in ZB1 after trying 4 times, thats why I'm very supportive of Plave because there are real idols behind them and they are finally getting recognization now
P.S. Why and The 6th summer are my fav song from plave and this song is also going in my playlist"
라방에서 그냥 불러줘도 음원이랑 별 차이 없는 아니 라이브가 더 좋음(객관적으로) 진짜 실력으로 지구정복하러 온 외계천재아이돌,라방에서 그냥 불러줘도 음원이랑 별 차이 없는 아니 라이브가 더 좋음(객관적으로) 진짜 실력으로 지구정복하러 온 외계천재아이돌
플레이브 영상에 달리는 예쁜 댓글들 중에서도 가장 공감했던건 가림으로써 오히려 본질이 빛을 발한다는거였음 얘들아 너희 노래 진짜 너무 좋고 안무도 케미도 성격도 다 너무너무 매력적이야 너희의 진심은 항상 내 마음을 울려 내 가수가 본업 천재들이라서 이루말할수 없이 자랑스럽다ㅠ,플레이브 영상에 달리는 예쁜 댓글들 중에서도 가장 공감했던건 가림으로써 오히려 본질이 빛을 발한다는거였음 얘들아 너희 노래 진짜 너무 좋고 안무도 케미도 성격도 다 너무너무 매력적이야 너희의 진심은 항상 내 마음을 울려 내 가수가 본업 천재들이라서 이루말할수 없이 자랑스럽다ㅠ
저 노래 빵꾸내기 아티스트라 한 곡을 대강 일주일 정도는 거의 하루 종일 듣곤 하는데 그렇게 들으면 곧 질려서 다른 곡으로 넘어가거든요 근데 안질리네,저 노래 빵꾸내기 아티스트라 한 곡을 대강 일주일 정도는 거의 하루 종일 듣곤 하는데 그렇게 들으면 곧 질려서 다른 곡으로 넘어가거든요 근데 안질리네
"어떻게 노래들이 전부 내 취향일수가있지
플레이브와 감성이 잘 맞아서 행복해요","어떻게 노래들이 전부 내 취향일수가있지
플레이브와 감성이 잘 맞아서 행복해요"
이름 다 외웠어..진짜 노래 좋아요ㅜㅜ가슴이 설레는 음악은 거의 10년만에 들은 것 같아요. 20대 초로 돌아간 기분?,이름 다 외웠어..진짜 노래 좋아요ㅜㅜ가슴이 설레는 음악은 거의 10년만에 들은 것 같아요. 20대 초로 돌아간 기분?
"걍.. 애들이 정말 팬들에게 고마워하고, 또 뒤에서 힘써주는 직원들에게 고마워 하는 게 매번 느껴져서 그래서 더 응원하고 사랑하게 됨. 버추얼아이돌이지만 멤버들에게서 느껴지는 진심들이 그 누구보다 인간적이고 따뜻함.... 연예인이라기보단 내가 데뷔시킨, 동네 무대에서부터 시작한 밴드 아이돌같애","걍.. 애들이 정말 팬들에게 고마워하고, 또 뒤에서 힘써주는 직원들에게 고마워 하는 게 매번 느껴져서 그래서 더 응원하고 사랑하게 됨. 버추얼아이돌이지만 멤버들에게서 느껴지는 진심들이 그 누구보다 인간적이고 따뜻함.... 연예인이라기보단 내가 데뷔시킨, 동네 무대에서부터 시작한 밴드 아이돌같애"
"요즘 지하철에서, 자기 전에 시간 짬날때마다 플레이브 영상 보는 중입니다... 플레이브라는 그룹이 데뷔한 건 알고있었는데 제가 찾아보거나 좋아하게 될 줄은 몰랐는데... 사람 일 참^^... 그나저나 이번 노래 진짜 너무너무!!!!!!! 좋습니다. 앞으로도 활동 범위 더더 넓어졌으면 좋겠어요~~~~~~ 플레이브 화이팅~~~~~~~~~","요즘 지하철에서, 자기 전에 시간 짬날때마다 플레이브 영상 보는 중입니다... 플레이브라는 그룹이 데뷔한 건 알고있었는데 제가 찾아보거나 좋아하게 될 줄은 몰랐는데... 사람 일 참^^... 그나저나 이번 노래 진짜 너무너무!!!!!!! 좋습니다. 앞으로도 활동 범위 더더 넓어졌으면 좋겠어요~~~~~~ 플레이브 화이팅~~~~~~~~~"
노래가 왤케 묘하게 빠져들죠,노래가 왤케 묘하게 빠져들죠
일단 노래가 너무 좋음.. 노래 듣다 보면 다른 영상도 좀 보게 되고.. 그러다 보면 이름 다 외우고.. 오류 영상 좀 보고.. 그럼 웃기고.. 왜 귀엽기까지........,일단 노래가 너무 좋음.. 노래 듣다 보면 다른 영상도 좀 보게 되고.. 그러다 보면 이름 다 외우고.. 오류 영상 좀 보고.. 그럼 웃기고.. 왜 귀엽기까지........
"이번 앨범 듣고 느끼는 것
작년에 유튜브에서 플레이브를 발견하지 못했더라도, 언제가 됐든 우연히 플레이브 노래를 듣고 이거 무슨 노래지? 하고 찾아봤을 것 같다","이번 앨범 듣고 느끼는 것
작년에 유튜브에서 플레이브를 발견하지 못했더라도, 언제가 됐든 우연히 플레이브 노래를 듣고 이거 무슨 노래지? 하고 찾아봤을 것 같다"
남자가 들어도 좋은 노래 멋진 음악 무엇보다 남자가봐도 멋있는 남돌이라니요~!!! 좋아할수박에 없다...ㅠㅠ,남자가 들어도 좋은 노래 멋진 음악 무엇보다 남자가봐도 멋있는 남돌이라니요~!!! 좋아할수박에 없다...ㅠㅠ
"타 가수 노래 부른거 보고 알게 됬는데
노래 잘하고 좋네요
다른 가수들과 달라서
신비감있고 신기하네요","타 가수 노래 부른거 보고 알게 됬는데
노래 잘하고 좋네요
다른 가수들과 달라서
신비감있고 신기하네요"
"예전엔 ""가상""현실이라고 해서 가상에 대한 편견 같은게 있었는데 이세계아이돌 플레이브 듣고 보면서 가상""현실""로 바뀌어 가는 중
배경도 보면 현실에서는 짜쳐보일 수도, 불가능할 수도 있는 부분까지도 자연스럽게 표현 가능하고 공간적 시간적 제약도 없앨 수 있고 장점이 되게 많은듯
게다가 저런 배경에 현실 인물이 크로마키 같은 걸로 합성되면 이질적일 거 같은데 그런 이질감도 없음","예전엔 ""가상""현실이라고 해서 가상에 대한 편견 같은게 있었는데 이세계아이돌 플레이브 듣고 보면서 가상""현실""로 바뀌어 가는 중
배경도 보면 현실에서는 짜쳐보일 수도, 불가능할 수도 있는 부분까지도 자연스럽게 표현 가능하고 공간적 시간적 제약도 없앨 수 있고 장점이 되게 많은듯
게다가 저런 배경에 현실 인물이 크로마키 같은 걸로 합성되면 이질적일 거 같은데 그런 이질감도 없음"
"버츄얼아이돌이 뭐길래.. 노래나 들어보자해서 왔다가 홀딱 반한 40대... 중독성
 (따라부르면서 댓글까지 달 줄이야~~)

그 언젠가 라떼는 사이버가수 ""아담"" 이 있었는데... ㅋ 
노래 + 안무 + 영상 기술력까지 뭐하나 아쉬운부분이 없네요.. 짱입니다.","버츄얼아이돌이 뭐길래.. 노래나 들어보자해서 왔다가 홀딱 반한 40대... 중독성
 (따라부르면서 댓글까지 달 줄이야~~)

그 언젠가 라떼는 사이버가수 ""아담"" 이 있었는데... ㅋ 
노래 + 안무 + 영상 기술력까지 뭐하나 아쉬운부분이 없네요.. 짱입니다."
"대충 버추얼 아이돌 그룹이라고만 알았는데 오늘 음반? 50만장을 팔았다는 기사를 보고 찾아왔습니다 
멋있네요 
 노래 굿굿","대충 버추얼 아이돌 그룹이라고만 알았는데 오늘 음반? 50만장을 팔았다는 기사를 보고 찾아왔습니다 
멋있네요 
 노래 굿굿"
"팬은 아닌데... 멜로디랑 음색도 좋고 ""처럼 내 몸을 던졌어"" 이부분 너무 좋아서 자주 듣고 있어요 ㅎㅎ","팬은 아닌데... 멜로디랑 음색도 좋고 ""처럼 내 몸을 던졌어"" 이부분 너무 좋아서 자주 듣고 있어요 ㅎㅎ"
"노래 진짜 좋다 ~~ 
우연히 어제 음중 무대보고 심장 저격당해서 하루종일 영상 찾아보는중 이런 설레는 감정 너무 오랜만이라 낯설고 기대된다 
  탈케한 내가 아이돌에 다시 관심 생길줄은 몰랐찌... 늦었지만 1주년 그리고 1위 축하해요 ","노래 진짜 좋다 ~~ 
우연히 어제 음중 무대보고 심장 저격당해서 하루종일 영상 찾아보는중 이런 설레는 감정 너무 오랜만이라 낯설고 기대된다 
  탈케한 내가 아이돌에 다시 관심 생길줄은 몰랐찌... 늦었지만 1주년 그리고 1위 축하해요 "
"여러분 플레이브를 덕질하기 시작하면
이들과 하는 모든 일들은 ”최초“가 됩니다
️","여러분 플레이브를 덕질하기 시작하면
이들과 하는 모든 일들은 ”최초“가 됩니다
️"
더현대에서 화면 3개로 보니까 쩔더라ㅠㅠ 사랑해 플레이브!!!!,더현대에서 화면 3개로 보니까 쩔더라ㅠㅠ 사랑해 플레이브!!!!
"진짜 전곡 다 드라이브하면서 듣기 좋다
밖에 산책하면서 듣기 좋다","진짜 전곡 다 드라이브하면서 듣기 좋다
밖에 산책하면서 듣기 좋다"
"예준이 말처럼 오래들을 수 있는 좋은 곡이네요. 들을수록, 들을 때마다 가슴이 벅참🥹","예준이 말처럼 오래들을 수 있는 좋은 곡이네요. 들을수록, 들을 때마다 가슴이 벅참🥹"
남자버츄얼그룹이래서 약간거부감이 있었는데 노래듣자마자 바로 개좋다고 느꼈네 와...,남자버츄얼그룹이래서 약간거부감이 있었는데 노래듣자마자 바로 개좋다고 느꼈네 와...
음중 짤 보고 얼탱이 없어서 뭔지 보러왔는데 노래 개좋노..,음중 짤 보고 얼탱이 없어서 뭔지 보러왔는데 노래 개좋노..
플레이브의 성장속도는 무서울 정도다.,플레이브의 성장속도는 무서울 정도다.
"플레이브 노래 다 좋았는데 요번게 진짜 역대급인듯….
수록곡도 진짜 다 좋음….플레이브 화이팅!!","플레이브 노래 다 좋았는데 요번게 진짜 역대급인듯….
수록곡도 진짜 다 좋음….플레이브 화이팅!!"
"하민이가 연습생 마지막 방송 때 지코님 노래 가사 인용하면서 말했잖아요

”삿대질이 오히려 날 주목하게 만들었고 던진 돌이 편견을 깨져나가게 했다“ 

플리들 우리 할 일 합시다 이제 시작임 
️","하민이가 연습생 마지막 방송 때 지코님 노래 가사 인용하면서 말했잖아요

”삿대질이 오히려 날 주목하게 만들었고 던진 돌이 편견을 깨져나가게 했다“ 

플리들 우리 할 일 합시다 이제 시작임 
️"
"작사, 작곡, 안무를 직접 만드는 자체돌 플레이브 입니다

파란머리 리더 남예준
노랑머리 한노아
분홍머리 채봉구(밤비)
은색머리 도은호
️
검은머리 유하민
많은 관심과 사랑 감사드리며 항상 건강하시고 행복하시길 
️
블래스트
️플레이브
️플리","작사, 작곡, 안무를 직접 만드는 자체돌 플레이브 입니다

파란머리 리더 남예준
노랑머리 한노아
분홍머리 채봉구(밤비)
은색머리 도은호
️
검은머리 유하민
많은 관심과 사랑 감사드리며 항상 건강하시고 행복하시길 
️
블래스트
️플레이브
️플리"
노래 좋다 날 풀리면 드라이브하면서 들어야지ㅋㅋ,노래 좋다 날 풀리면 드라이브하면서 들어야지ㅋㅋ
"신기한게 뮤비 볼때마다,노래를 들을때마 
새로운 감동포인트를 발견하게되네요 
그동안 아이돌노래 잘안듣기도 했고.. 해외팝송만 주구장창 듣던 저인데...가사에 하나하나 집중하게 되는 마성의 노래는 2000년대 초반 이후로 처음인거같아요!!!!!","신기한게 뮤비 볼때마다,노래를 들을때마 
새로운 감동포인트를 발견하게되네요 
그동안 아이돌노래 잘안듣기도 했고.. 해외팝송만 주구장창 듣던 저인데...가사에 하나하나 집중하게 되는 마성의 노래는 2000년대 초반 이후로 처음인거같아요!!!!!"
"이렇게 열성적으로 그룹을 후원해본 건 처음이네요... 사실 PLAVE에 대해 올해 초에야 알았지만 계속해서 그룹을 지원하는 것이 가장 현명한 결정이라고 생각합니다. 첫인상은 멤버들 모두 너무 귀엽고 친절하고 유쾌했다는 것이었고, 영상을 볼 때마다 거의 행복하게 웃었던 기억이 납니다<3 그런데 정말 놀랐던 것은 이번 컴백에서 제 역할을 아주 잘해내려는 PLAVE의 노력과 PLLI의 노력이었습니다.  모두가 정말 자랑스러워요! PLAVE의 더욱 발전과 성공을 기원합니다^^ 베트남에서 많은 사랑을 보내드리고 싶습니다.
팬덤과 오래오래 함께 할 수 있는 기회가 있었으면 좋겠습니다 :3","이렇게 열성적으로 그룹을 후원해본 건 처음이네요... 사실 PLAVE에 대해 올해 초에야 알았지만 계속해서 그룹을 지원하는 것이 가장 현명한 결정이라고 생각합니다. 첫인상은 멤버들 모두 너무 귀엽고 친절하고 유쾌했다는 것이었고, 영상을 볼 때마다 거의 행복하게 웃었던 기억이 납니다<3 그런데 정말 놀랐던 것은 이번 컴백에서 제 역할을 아주 잘해내려는 PLAVE의 노력과 PLLI의 노력이었습니다.  모두가 정말 자랑스러워요! PLAVE의 더욱 발전과 성공을 기원합니다^^ 베트남에서 많은 사랑을 보내드리고 싶습니다.
팬덤과 오래오래 함께 할 수 있는 기회가 있었으면 좋겠습니다 :3"
베텔기우스로 처음 접해서 뭐지? 싶었는데 진짜 성실히 노력하는게 보기 좋은거 같아요 쭉 성공가도 달리시길,베텔기우스로 처음 접해서 뭐지? 싶었는데 진짜 성실히 노력하는게 보기 좋은거 같아요 쭉 성공가도 달리시길
솔직히 노래도 좋고 영상미도 예쁨.,솔직히 노래도 좋고 영상미도 예쁨.
ㄹㅇ 노래는 좋은거같은데 귀에 가사가 쏙쏙박히는거 같기도,ㄹㅇ 노래는 좋은거같은데 귀에 가사가 쏙쏙박히는거 같기도
타격 없어 떠들어 더 내 스타일은 한 귀로 듣고 흘렸어<<팬들도 기존쎄지만 아티스트가 더 기존쎄라 열심히 악플 달아도 조회수 올려주는 것들로만 생각할걸 ㅋㅋㅋㅋㅋㅋㅋㅋ,타격 없어 떠들어 더 내 스타일은 한 귀로 듣고 흘렸어<<팬들도 기존쎄지만 아티스트가 더 기존쎄라 열심히 악플 달아도 조회수 올려주는 것들로만 생각할걸 ㅋㅋㅋㅋㅋㅋㅋㅋ
아니 곡이 좋잖음,아니 곡이 좋잖음
Aㅏ 진짜 9년간 멈춰있던 할미 심장 콩닥콩닥뛰네. 웨포럽 뒤에 나올 새 앨범 뮤비 벌써 기대됨. 떡밥 겁나 터진다 진짜ㅠㅠ,Aㅏ 진짜 9년간 멈춰있던 할미 심장 콩닥콩닥뛰네. 웨포럽 뒤에 나올 새 앨범 뮤비 벌써 기대됨. 떡밥 겁나 터진다 진짜ㅠㅠ
"오늘도 내 하루를 너희 노래로 가득채운다 
인디밴드클래식뮤지컬넘버만 쫒아 듣던 내가 케이팝을 하루종일 귀에 박고 살 줄은 몰랐는데 ㅋㅋㅋ
그래도 안질려 행복해 평생 음악해줘~~~~~","오늘도 내 하루를 너희 노래로 가득채운다 
인디밴드클래식뮤지컬넘버만 쫒아 듣던 내가 케이팝을 하루종일 귀에 박고 살 줄은 몰랐는데 ㅋㅋㅋ
그래도 안질려 행복해 평생 음악해줘~~~~~"
언리얼 배우고 있는데.. 진짜 기술력 미친거 같네요...;; 노래도 너무 좋아요 음중 1위 했다길래 보러왔는데 작사 작곡 안무까지 완벽하고 이젠 기술도 좋아서 개 존잘 개 머싯어요...,언리얼 배우고 있는데.. 진짜 기술력 미친거 같네요...;; 노래도 너무 좋아요 음중 1위 했다길래 보러왔는데 작사 작곡 안무까지 완벽하고 이젠 기술도 좋아서 개 존잘 개 머싯어요...
"이 생에서 쉬는 마지막숨은 꼭
플레이브의 팬 플리로 쉴거다","이 생에서 쉬는 마지막숨은 꼭
플레이브의 팬 플리로 쉴거다"
"많은 사람들이 노래로 평가해주니 너무 감동적..
더 많은사람들에게 자신의 목소리를, 춤을 너무 보여주고싶었던 이 아이들의 꿈을 알아봐주셔서 감사해요..3_3 
사랑이 넘치는 애들이랍니다.. 이번앨범수록곡인 왓치미우는 꼭!! 우리영화도.. 아 버추얼아이돌..프롬.. 다 들어보세요 골라듣는 앨범","많은 사람들이 노래로 평가해주니 너무 감동적..
더 많은사람들에게 자신의 목소리를, 춤을 너무 보여주고싶었던 이 아이들의 꿈을 알아봐주셔서 감사해요..3_3 
사랑이 넘치는 애들이랍니다.. 이번앨범수록곡인 왓치미우는 꼭!! 우리영화도.. 아 버추얼아이돌..프롬.. 다 들어보세요 골라듣는 앨범"
"여섯번째여름 듣고 노래 너무 좋아서 찾아보다가 입덕했어요  
저도밑에 있는 댓글처럼 오랜만에 아이돌 덕질이라 신나네요…
  다들 목소리가 너무 따뜻하고 이뿌고 위로가 되어요 제최애는 밤비지만,,, 다들 너모 매력있고 잘생겨써… 플레이브 화이티이이잉","여섯번째여름 듣고 노래 너무 좋아서 찾아보다가 입덕했어요  
저도밑에 있는 댓글처럼 오랜만에 아이돌 덕질이라 신나네요…
  다들 목소리가 너무 따뜻하고 이뿌고 위로가 되어요 제최애는 밤비지만,,, 다들 너모 매력있고 잘생겨써… 플레이브 화이티이이잉"
이쯤되니 어떤애들인지 궁금해서 한번 보러왔다,이쯤되니 어떤애들인지 궁금해서 한번 보러왔다
"팬 되기 전에 플레이브 영상마다 악플이 반이라 팬들 위로하는 댓글 달고 그랬었는데 이젠 좋은 반응이 대부분이라 노래의 힘이 이런 거구나 싶어 참 신기해요
온전하게 플레이브 너희의 능력으로 만들어낸거야","팬 되기 전에 플레이브 영상마다 악플이 반이라 팬들 위로하는 댓글 달고 그랬었는데 이젠 좋은 반응이 대부분이라 노래의 힘이 이런 거구나 싶어 참 신기해요
온전하게 플레이브 너희의 능력으로 만들어낸거야"
"좋은 아티스트 알아갑니다
플레이브 파이팅","좋은 아티스트 알아갑니다
플레이브 파이팅"
"메타버스 월드로 가는 대단원의 입구가 열림을 플레이브를 통해 알아차렸습니다.

지금은 많은 대중들이 헛것 취급할지도
모르지만 전세계가 서로의 옆나라를 괴롭히고 AI에 미치어 가는 지금,

플레이브와 그 뒤를 잇는 후발주자 들은
국경을 넘고 넘어 당신 마음 속으로
들어가는 문을 두드릴겁니다.","메타버스 월드로 가는 대단원의 입구가 열림을 플레이브를 통해 알아차렸습니다.

지금은 많은 대중들이 헛것 취급할지도
모르지만 전세계가 서로의 옆나라를 괴롭히고 AI에 미치어 가는 지금,

플레이브와 그 뒤를 잇는 후발주자 들은
국경을 넘고 넘어 당신 마음 속으로
들어가는 문을 두드릴겁니다."
요즘 아이돌 노래 3분 53초..귀하다..밴드 사운드..귀하다..,요즘 아이돌 노래 3분 53초..귀하다..밴드 사운드..귀하다..
1위소식듣고 솔직히 뭐지?라는 생각하고 이거 듣는데 잘불러서 정말 할말이없음 노래도 좋고,1위소식듣고 솔직히 뭐지?라는 생각하고 이거 듣는데 잘불러서 정말 할말이없음 노래도 좋고
"아무도 안물어본 입덕루트
틱톡에 얘네 가끔씩 떠서 재밌게봄-> 베텔기우스뜸-> 우ㅘ ㅈㄴ잘한다하고 보니깐 알고리즘 겁나 탐->이러고 메리플리스마스 나와서 입덧부정 존나하다가 진짜어쩔수없이 입덕하게됨","아무도 안물어본 입덕루트
틱톡에 얘네 가끔씩 떠서 재밌게봄-> 베텔기우스뜸-> 우ㅘ ㅈㄴ잘한다하고 보니깐 알고리즘 겁나 탐->이러고 메리플리스마스 나와서 입덧부정 존나하다가 진짜어쩔수없이 입덕하게됨"
룩삼봤다가 계속생각나네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,룩삼봤다가 계속생각나네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
"플리들 넘 웃교ㅠ 

음중 1위하고 좌표타고 온 공짜 바이럴 마케팅 글들 언급 많길래 끝까지 내려봤는데 싹다 신고때려서 정리한거야?
 울 플리 짱이다!
 물론 나도 그럼 ^ㅅ^","플리들 넘 웃교ㅠ 

음중 1위하고 좌표타고 온 공짜 바이럴 마케팅 글들 언급 많길래 끝까지 내려봤는데 싹다 신고때려서 정리한거야?
 울 플리 짱이다!
 물론 나도 그럼 ^ㅅ^"
"노래 진짜 좋다
처음엔 버츄얼이라는 편견때문에 좀 꺼려했는데 계속 듣다보니 멤버들 노래 실력도 좋고 재밌으시구 암튼 좋네여🫶","노래 진짜 좋다
처음엔 버츄얼이라는 편견때문에 좀 꺼려했는데 계속 듣다보니 멤버들 노래 실력도 좋고 재밌으시구 암튼 좋네여🫶"
그냥 노래가 좋은데?,그냥 노래가 좋은데?
"저도 처음에는 버추얼이라는걸 버튜버분들 보고 그냥 알고만 있었어서 플레이브 처음 봤을 때에는 버추얼이 아이돌?별로...이랬는데 지금은 팬까지는 아니지만 노래도 듣고 가끔 라이브도 봐요 진짜 이분들은 실력이 너무 좋아서 버추얼이든 뭐든 상관 없는것 같아요 이렇게 실력도 좋고 노래도 좋으니까 언제가 시간이 지나면 더 사람들이 좋아할거라고 생각해요
플레이브 진짜 너무 응원해요","저도 처음에는 버추얼이라는걸 버튜버분들 보고 그냥 알고만 있었어서 플레이브 처음 봤을 때에는 버추얼이 아이돌?별로...이랬는데 지금은 팬까지는 아니지만 노래도 듣고 가끔 라이브도 봐요 진짜 이분들은 실력이 너무 좋아서 버추얼이든 뭐든 상관 없는것 같아요 이렇게 실력도 좋고 노래도 좋으니까 언제가 시간이 지나면 더 사람들이 좋아할거라고 생각해요
플레이브 진짜 너무 응원해요"
"오늘은 울동네 빵집 지나가는데 이노래가 들리더라요ㅠㅠ 너무 감동이었어
그옆이 카페인데 카페에서는 우리영화가 ㅠㅠ
개인카페인데 플리아니신가 하는 느낌적인느낌 우리애들노래 카페 지나갈때 나옴 하루종일 스밍하시나봐ㅠㅠ","오늘은 울동네 빵집 지나가는데 이노래가 들리더라요ㅠㅠ 너무 감동이었어
그옆이 카페인데 카페에서는 우리영화가 ㅠㅠ
개인카페인데 플리아니신가 하는 느낌적인느낌 우리애들노래 카페 지나갈때 나옴 하루종일 스밍하시나봐ㅠㅠ"
"지금까지 아이돌 덕질 외길 인생이었던 나..
ㅈ소부터 대기업 메이저까지 꽤나 많은 아이돌들을 거쳐오가면서 덕질해봤는데 이렇게까지 진심이 된 아이돌은 플레이브가 처음임 사실 덕질자체가 워낙 짝사랑 같은 관계라 주는만큼 받을 수 있을 거 라는 기대와 생각을 아예 안하고 시작하는데 얘네랑은 거의 쌍방 열애중임ㅋㅋ팬들 이렇게 아끼고 좋아하는 애들 처음 봄..그냥 플레이브 자체가 팬을 중심으로 돌아간다고 해도 과언이 아닐정도 지금까지 살면서 내가 생각한 덕질은 아주 일방적인 관계라고 생각했는데 플레이브 덕질하고 생각이 아예 달라짐 내가 주는 사랑이 돌아올 수 있는거였구나 하고..심지어 본업까지 잘하는데 어떻게 안사랑해..?고로 입덕부정기는 짧게하시고 얼른 입덕하세요 진짜 후회안합니다 후회는 왜 더 일찍 입덕하지 않았을까에 대한 후회만 있을뿐..","지금까지 아이돌 덕질 외길 인생이었던 나..
ㅈ소부터 대기업 메이저까지 꽤나 많은 아이돌들을 거쳐오가면서 덕질해봤는데 이렇게까지 진심이 된 아이돌은 플레이브가 처음임 사실 덕질자체가 워낙 짝사랑 같은 관계라 주는만큼 받을 수 있을 거 라는 기대와 생각을 아예 안하고 시작하는데 얘네랑은 거의 쌍방 열애중임ㅋㅋ팬들 이렇게 아끼고 좋아하는 애들 처음 봄..그냥 플레이브 자체가 팬을 중심으로 돌아간다고 해도 과언이 아닐정도 지금까지 살면서 내가 생각한 덕질은 아주 일방적인 관계라고 생각했는데 플레이브 덕질하고 생각이 아예 달라짐 내가 주는 사랑이 돌아올 수 있는거였구나 하고..심지어 본업까지 잘하는데 어떻게 안사랑해..?고로 입덕부정기는 짧게하시고 얼른 입덕하세요 진짜 후회안합니다 후회는 왜 더 일찍 입덕하지 않았을까에 대한 후회만 있을뿐.."
노래 진짜 진짜 좋음.... 실력으로 모든걸 입증함,노래 진짜 진짜 좋음.... 실력으로 모든걸 입증함
노래 자체가 너무 듣기 편하고 좋다.,노래 자체가 너무 듣기 편하고 좋다.
