Word,Frequency,state
시원시원하다,2,부정적
잡고,2,긍정적
로케,2,부정적
자본,2,긍정적
투여,2,긍정적
착각,2,긍정적
공,2,긍정적
제이팝,2,부정적
촌,2,긍정적
킬포,2,부정적
쾌감,2,긍정적
진솔하다,2,긍정적
상대,2,긍정적
돈,2,긍정적
가미,2,긍정적
학교,2,긍정적
일상물,2,부정적
무빙,2,긍정적
현란하다,2,부정적
회전,2,부정적
닼,2,긍정적
노래실력,2,긍정적
주년,2,긍정적
청자,2,부정적
초반,2,긍정적
어차피,2,긍정적
진지하다,2,긍정적
짙어지다,2,긍정적
넘엇네,2,긍정적
차곡차곡,2,긍정적
끼다,2,긍정적
띠용,2,긍정적
그거,2,긍정적
별개,2,긍정적
빠순질,2,부정적
두,2,긍정적
충족,2,긍정적
기기,2,긍정적
사서,2,부정적
쏟다,2,긍정적
뭔들,2,부정적
보내다,2,긍정적
슬로우,2,긍정적
고집쟁이,2,긍정적
냉정하다,2,긍정적
따뜻하다,2,긍정적
빅스킵맨,2,부정적
꼼꼼하다,2,긍정적
지휘,2,긍정적
행동,2,긍정적
성실하다,2,긍정적
갖다,2,긍정적
앞길,2,긍정적
역,2,긍정적
찰떡,2,부정적
해결,2,긍정적
장선,2,부정적
개화,2,긍정적
진행,2,긍정적
비천하다,2,부정적
써주다,2,긍정적
관짝,2,부정적
츄,2,긍정적
라이,2,긍정적
란,2,긍정적
전망,2,긍정적
이전,2,긍정적
시원하다,2,긍정적
개쩌,2,긍정적
완고하다,2,긍정적
고집,2,긍정적
주변,2,긍정적
싸움,2,긍정적
인걸,2,긍정적
하자,2,긍정적
어나더월드,2,부정적
슈퍼히어로,2,부정적
오버,2,부정적
버츄원,2,부정적
모어,2,긍정적
풍선,2,긍정적
가래떡,2,긍정적
투니버스,2,긍정적
메들리,2,부정적
와구텽,2,긍정적
따름,2,긍정적
짐,2,긍정적
유학,2,긍정적
일부러,2,긍정적
물건,2,긍정적
소식,2,긍정적
첨들엇을때,2,긍정적
조차,2,긍정적
마침,2,긍정적
호드,2,부정적
반주,2,긍정적
훔치다,2,긍정적
장대,2,긍정적
향유,2,긍정적
수준,2,긍정적
장,2,긍정적
열다,2,긍정적
가열,2,긍정적
어케만들,2,부정적
퍼스,2,긍정적
컬러,2,긍정적
지정,2,긍정적
딱이다,2,부정적
챡챡,2,긍정적
감겨,2,부정적
한몫,2,긍정적
원픽,2,긍정적
읍읍,2,긍정적
이천만이,2,긍정적
자꾸만,2,긍정적
구도,2,긍정적
퀼,2,긍정적
모드,2,긍정적
수년,2,긍정적
후반,2,부정적
일링,2,부정적
쏠쏠하다,2,긍정적
냐,2,긍정적
손,2,긍정적
흔들다,2,긍정적
막내,2,긍정적
챤,2,긍정적
피들스틱,2,부정적
컵,2,긍정적
던지다,2,긍정적
반죽,2,긍정적
케이크,2,긍정적
빼다,2,긍정적
레알,2,긍정적
댕,2,긍정적
데숙네,2,긍정적
한순간,2,부정적
둘기,2,부정적
배고프다,2,긍정적
방종하다,2,긍정적
보라,2,긍정적
설계,2,부정적
컷씬,2,부정적
합격,2,긍정적
건재,2,긍정적
질감,2,긍정적
자연스럽다,2,긍정적
치트키,2,긍정적
어어,2,긍정적
여서,2,긍정적
이어폰,2,부정적
끼,2,긍정적
종일,2,긍정적
덥다,2,긍정적
잠바,2,긍정적
벗다,2,긍정적
릴파짱,2,부정적
불안정하다,2,긍정적
애정,2,부정적
결말,2,긍정적
짬,2,부정적
노련하다,2,긍정적
도박,2,부정적
무모하다,2,긍정적
만족하다,2,긍정적
대략,2,긍정적
선례,2,긍정적
리더십,2,긍정적
수식,2,부정적
호주,2,부정적
한인,2,부정적
레스토랑,2,긍정적
보통,2,긍정적
케이팝,2,부정적
플리,2,부정적
거나,2,긍정적
틀어놓다,2,부정적
익숙하다,2,긍정적
낯선,2,긍정적
햤,2,긍정적
개관,2,긍정적
요새,2,긍정적
띄다,2,부정적
욕심,2,긍정적
진정,2,긍정적
흘러나오다,2,긍정적
노랜데,2,긍정적
찾아오다,2,긍정적
재질,2,긍정적
알아내다,2,긍정적
년전,2,긍정적
방과,2,긍정적
인기탭,2,부정적
문득,2,긍정적
히스토리,2,긍정적
되돌아보다,2,긍정적
어도,2,긍정적
챤님,2,부정적
짝짝,2,긍정적
띵곡,2,부정적
전철역,2,긍정적
상당하다,2,긍정적
님,2,긍정적
철도,2,부정적
동호,2,긍정적
위력,2,긍정적
넋,2,긍정적
놓다,2,긍정적
딥,2,긍정적
대뷔곡임,2,부정적
틀림없다,2,긍정적
막곡,2,부정적
수도,2,긍정적
끌리다,2,부정적
떳다,2,부정적
툭하면,2,긍정적
래커,2,긍정적
움직이다,2,긍정적
최대,2,긍정적
치르다,2,부정적
이상인,2,긍정적
능력자,2,긍정적
비롯,2,긍정적
애쓰다,2,긍정적
무시,2,부정적
지내다,2,긍정적
흠칫,2,긍정적
맘,2,긍정적
감기,2,긍정적
걸리다,2,긍정적
신선하다,2,긍정적
가늠,2,긍정적
언니,2,긍정적
개지,2,긍정적
박자,2,긍정적
쪼개다,2,긍정적
집중,2,긍정적
귀가,2,긍정적
쫓다,2,긍정적
통통,2,긍정적
깔리다,2,부정적
좌표,2,긍정적
필,2,긍정적
인도,2,긍정적
쥰,2,긍정적
하이,2,부정적
더블,2,긍정적
빌어,2,긍정적
특유,2,긍정적
아무나,2,긍정적
은것,2,긍정적
어지간하다,2,부정적
안다,2,긍정적
면접,2,긍정적
막상,2,긍정적
화면,2,긍정적
안기다,2,부정적
서툴다,2,긍정적
마약,2,긍정적
사랑스럽다,2,긍정적
키딩보,2,부정적
한구석,2,긍정적
남다르다,2,긍정적
부여,2,부정적
내놓다,2,부정적
하여튼,2,긍정적
아이마스,2,부정적
짜이다,2,긍정적
어찌,2,긍정적
트레킹,2,긍정적
생동감,2,긍정적
더하다,2,긍정적
해드리다,2,긍정적
및,2,긍정적
쭈욱,2,부정적
뢴마네쟈,2,긍정적
왁굳횽,2,부정적
부스트,2,긍정적
무렵,2,긍정적
호응,2,긍정적
걱정,2,긍정적
차고,2,긍정적
자신감,2,긍정적
오래오래,2,긍정적
당사자,2,긍정적
눈팅,2,긍정적
지네,2,긍정적
색다르다,2,긍정적
발상,2,긍정적
식견,2,긍정적
훌륭하다,2,긍정적
쩌렁,2,부정적
누,2,긍정적
필요하다,2,긍정적
사이트,2,긍정적
유지,2,긍정적
잠재력,2,긍정적
버튜,2,긍정적
인식,2,긍정적
낮,2,부정적
알려지다,2,긍정적
그땐,2,긍정적
조명,2,부정적
땀,2,긍정적
솓아나,2,부정적
군용,2,부정적
블루,2,긍정적
한편,2,긍정적
꺼리다,2,긍정적
마인크래프트,2,긍정적
수용,2,긍정적
대서,2,긍정적
에이,2,부정적
옮기다,2,긍정적
계시다,2,긍정적
기술자,2,긍정적
우연찮,2,긍정적
남기다,2,부정적
제대로,2,긍정적
동기부여,2,긍정적
자연,2,긍정적
애니매이션,2,부정적
주로,2,긍정적
불러일으키다,2,긍정적
연습생,2,긍정적
인터뷰,2,긍정적
무대,2,부정적
활발하다,2,긍정적
계획,2,긍정적
세우다,2,긍정적
금방,2,긍정적
성질,2,긍정적
고하,2,부정적
편,2,긍정적
랄,2,긍정적
때리다,2,긍정적
퍽,2,긍정적
만화,2,긍정적
떠올리다,2,부정적
메,2,긍정적
보즈,2,부정적
겠다,2,긍정적
지지마,2,부정적
시구,2,긍정적
방송키셔,2,부정적
오오,2,부정적
크리스마스,2,긍정적
쫘,2,긍정적
지지,2,긍정적
사마,2,부정적
싸우다,2,부정적
던,2,긍정적
이곡,2,긍정적
피아노,2,긍정적
악보,2,부정적
왓,2,긍정적
바랫던,2,부정적
을거,2,긍정적
씨,2,긍정적
세번,2,긍정적
해죽,2,긍정적
겐,2,긍정적
각기,2,긍정적
팬서비스,2,부정적
상기,2,긍정적
감독,2,긍정적
직원,2,긍정적
전원,2,부정적
가명,2,부정적
대면,2,긍정적
정정,2,긍정적
드러머,2,부정적
곽준,2,긍정적
용,2,긍정적
본명,2,긍정적
기네스,2,긍정적
아깝스,2,부정적
집등,2,긍정적
노리다,2,부정적
후회되다,2,긍정적
밤샘,2,부정적
허다,2,부정적
자영,2,긍정적
움직임,2,긍정적
굿굿,2,부정적
머릿속,2,긍정적
업체,2,긍정적
온갖,2,긍정적
정규,2,부정적
티얼스,2,부정적
옥타브,2,긍정적
라,2,긍정적
안정,2,긍정적
메인,2,긍정적
단번,2,긍정적
사인,2,긍정적
장르,2,긍정적
한계,2,긍정적
롤,2,부정적
뜰때,2,부정적
트레커,2,부정적
보급,2,긍정적
트런드,2,긍정적
거란,2,긍정적
부끄럼,2,부정적
부드럽다,2,긍정적
채팅,2,긍정적
인사,2,긍정적
유투브,2,긍정적
성취,2,긍정적
다이소,2,부정적
울컥했슴다,2,부정적
일만,2,긍정적
헐다,2,긍정적
일단,2,긍정적
실사,2,긍정적
메인보컬,2,부정적
좌지우지,2,부정적
안지,2,긍정적
쭉쭉,2,부정적
건너오다,2,긍정적
호선,2,긍정적
기관사,2,긍정적
심심하다,2,긍정적
직역,2,긍정적
의역,2,긍정적
급하다,2,부정적
실수,2,긍정적
너그럽다,2,긍정적
와일드,2,긍정적
다듬어지다,2,부정적
댓글달다,2,긍정적
후렴,2,긍정적
질리,2,부정적
이상은,2,긍정적
적히다,2,부정적
우왁님,2,부정적
뎈,2,긍정적
곸,2,긍정적
뱌뱌,2,긍정적
끼리,2,긍정적
달리다,2,부정적
심지어,2,긍정적
작사가,2,부정적
아마,2,긍정적
욥,2,부정적
결합,2,긍정적
안남,2,부정적
기고,2,긍정적
이탈,2,긍정적
취급,2,긍정적
억,2,긍정적
고급,2,긍정적
목록,2,긍정적
부검,2,긍정적
떠보다,2,긍정적
수중,2,긍정적
회,2,긍정적
버튜버팬들,2,긍정적
일반,2,긍정적
포지셔닝,2,긍정적
다소,2,긍정적
애매하다,2,부정적
나서다,2,긍정적
데뷔헀다,2,부정적
트렌드,2,긍정적
아이덴티티,2,긍정적
약하다,2,긍정적
리얼,2,부정적
머신,2,긍정적
집다,2,긍정적
목적,2,긍정적
밀려오다,2,부정적
영화,2,긍정적
앵글,2,긍정적
집착,2,긍정적
고귀하다,2,긍정적
싹,2,긍정적
발라드,2,부정적
포트,2,긍정적
핫,2,긍정적
진실하다,2,긍정적
카페,2,부정적
푹,2,부정적
예,2,긍정적
은신,2,긍정적
화팅,2,부정적
본점,2,긍정적
담백하다,2,긍정적
세트,2,긍정적
품,2,긍정적
집도,2,긍정적
뮤비촬영,2,부정적
끊기다,2,부정적
몰입도,2,긍정적
히키,2,긍정적
위로,2,긍정적
먼저,2,긍정적
찾아다니다,2,긍정적
지식인,2,긍정적
가내,2,긍정적
수공업,2,긍정적
새록새록,2,긍정적
걸렀어,2,부정적
세용,2,긍정적
마음속,2,긍정적
새삼,2,긍정적
안내,2,긍정적
포카,2,부정적
돠,2,긍정적
원동력,2,긍정적
솟아오르다,2,부정적
활,2,긍정적
화잇팅,2,긍정적
나날이,2,긍정적
매체,2,긍정적
올린다,2,긍정적
일본,2,긍정적
방송국,2,부정적
전문,2,긍정적
프로그램,2,긍정적
향후,2,긍정적
발표,2,긍정적
신곡,2,부정적
릴파넴,2,부정적
풀트끼,2,부정적
서양,2,부정적
동양,2,부정적
상큼,2,긍정적
모조리,2,긍정적
무궁,2,긍정적
방학,2,긍정적
밤새다,2,부정적
대성,2,긍정적
식다,2,긍정적
뚜렸,2,부정적
중간,2,긍정적
흔하다,2,긍정적
뭣,2,긍정적
커지다,2,긍정적
아끼다,2,긍정적
슘,2,긍정적
따라가다,2,긍정적
멀리,2,긍정적
감수성,2,긍정적
정독,2,긍정적
왁굳텽,2,긍정적
종종,2,긍정적
듭니,2,긍정적
프로듀서,2,부정적
세션,2,부정적
편집자,2,부정적
산업,2,긍정적
실세,2,긍정적
가치,2,부정적
의심,2,긍정적
심오하다,2,긍정적
개방,2,긍정적
깨닫다,2,긍정적
서다,2,긍정적
페이지,2,긍정적
마등,2,부정적
흘러가다,2,부정적
이해해,2,긍정적
강추,2,긍정적
레,2,긍정적
설마,2,부정적
로라,2,긍정적
추후,2,긍정적
전국,2,긍정적
아트,2,긍정적
박스,2,긍정적
땃다다라라땃다,2,부정적
꾹,2,긍정적
쵝오,2,긍정적
해체,2,긍정적
값지다,2,부정적
나쁘다,2,부정적
아쉬움,2,긍정적
보탬,2,긍정적
대입,2,부정적
가설,2,긍정적
의도,2,긍정적
주의,2,긍정적
돌아보다,2,긍정적
건전하다,2,긍정적
가르치다,2,긍정적
편안하다,2,긍정적
트로트,2,부정적
유일하다,2,긍정적
반정,2,긍정적
민,2,긍정적
장하다,2,긍정적
드라마,2,부정적
잔뜩,2,부정적
햇음,2,부정적
스며들다,2,긍정적
쓰리다,2,부정적
봣는데,2,부정적
초록색,2,긍정적
양갈래,2,부정적
보라색,2,긍정적
은발,2,부정적
희다,2,긍정적
실현,2,긍정적
어매,2,긍정적
무적,2,부정적
상업,2,부정적
여타,2,긍정적
지속,2,긍정적
사이버,2,긍정적
아담,2,긍정적
실질,2,긍정적
지표,2,긍정적
랭크,2,긍정적
완전하다,2,부정적
창시,2,긍정적
비슷하다,2,부정적
선행,2,긍정적
굉장하다,2,부정적
잔잔,2,부정적
우리동네,2,긍정적
이마트,2,긍정적
뉴,2,긍정적
귀하다,2,긍정적
파일,2,긍정적
유출,2,긍정적
지탱,2,긍정적
기둥,2,긍정적
나이키,2,부정적
아울렛,2,긍정적
브랜드,2,부정적
내의,2,긍정적
저작,2,긍정적
관리,2,긍정적
틀어주다,2,긍정적
뚜둥,2,긍정적
주말,2,긍정적
줄기,2,긍정적
소개,2,긍정적
뇌절,2,긍정적
질색,2,긍정적
이펙트,2,긍정적
면,2,긍정적
잖다,2,긍정적
음식점,2,긍정적
커피숍,2,긍정적
브레이브걸스,2,부정적
존버,2,긍정적
유,2,긍정적
튜버,2,긍정적
전세계,2,긍정적
세계관,2,긍정적
융합,2,긍정적
인과,2,부정적
기염,2,긍정적
토,2,긍정적
위대하다,2,긍정적
모험가,2,긍정적
깨지다,2,긍정적
부서지다,2,긍정적
등불,2,긍정적
역할,2,긍정적
구시대,2,긍정적
영웅,2,긍정적
콜럼버스,2,긍정적
마젤란,2,긍정적
행보,2,긍정적
결정,2,부정적
나침반,2,긍정적
변화,2,긍정적
떨떠름하다,2,긍정적
대다수,2,긍정적
라임,2,긍정적
안무가,2,긍정적
브라보,2,긍정적
간혹,2,긍정적
유쾌하다,2,긍정적
왓었,2,긍정적
출발,2,부정적
취지,2,긍정적
상관없다,2,긍정적
동행,2,긍정적
길잡이,2,긍정적
뇌,2,긍정적
절치,2,긍정적
선,2,긍정적
콘서트,2,부정적
열리다,2,긍정적
맨,2,긍정적
제목,2,긍정적
수미,2,부정적
상관,2,긍정적
구조,2,긍정적
전주,2,긍정적
환호성,2,긍정적
정보,2,긍정적
티비,2,부정적
오리,2,긍정적
스몬,2,긍정적
이형도,2,긍정적
거릴때,2,긍정적
축구,2,부정적
야구,2,부정적
놀이,2,긍정적
종목,2,긍정적
다수,2,긍정적
익숙해지다,2,긍정적
받아들이다,2,긍정적
확장,2,긍정적
몸소,2,긍정적
포지션,2,긍정적
안겹치,2,부정적
어우러지다,2,긍정적
포근하다,2,긍정적
요망,2,부정적
잼민,2,부정적
얼떨결,2,긍정적
구매,2,부정적
킬때,2,부정적
긴장,2,긍정적
급뱅종,2,부정적
얼른,2,긍정적
패배,2,긍정적
진,2,긍정적
뿐이다,2,긍정적
최선,2,긍정적
보신,2,긍정적
물,2,긍정적
연예인,2,부정적
다방면,2,긍정적
소녀시대,2,부정적
이후,2,긍정적
맑다,2,부정적
청량하다,2,긍정적
아저씨,2,긍정적
이세,2,부정적
돌보다,2,부정적
쥰내,2,부정적
실회,2,긍정적
이노,2,긍정적
일본인,2,긍정적
일본어,2,긍정적
영향력,2,긍정적
쌘,2,부정적
미도,2,긍정적
줄알,2,부정적
떨어지다,2,긍정적
안타깝다,2,긍정적
클립,2,부정적
사골,2,긍정적
끓이다,2,부정적
치키다,2,부정적
타치,2,긍정적
남고,2,부정적
다니다,2,긍정적
감정인,2,부정적
달전,2,긍정적
대원,2,긍정적
저녁,2,긍정적
호전,2,긍정적
간의,2,긍정적
눈가,2,긍정적
촉촉하다,2,긍정적
거치다,2,긍정적
감고,2,긍정적
행복,2,긍정적
잘만,2,긍정적
듬,2,긍정적
기여,2,긍정적
비타민,2,부정적
게모,2,긍정적
현역,2,긍정적
밀리,2,부정적
입지,2,긍정적
는걸,2,긍정적
자고,2,부정적
출근길,2,긍정적
그릇,2,긍정적
무크,2,부정적
좌,2,긍정적
대체,2,긍정적
선도,2,긍정적
팝,2,긍정적
한류,2,부정적
각국,2,긍정적
서로,2,긍정적
박,2,긍정적
우왁굳님들,2,부정적
고정,2,긍정적
수험,2,부정적
버티다,2,긍정적
경희대,2,긍정적
붙다,2,긍정적
평균,2,긍정적
다행,2,긍정적
출시,2,긍정적
카페나,2,긍정적
카공,2,부정적
마인드,2,긍정적
게임방,2,부정적
송이,2,긍정적
단순하다,2,긍정적
발굴,2,부정적
선사,2,긍정적
분야,2,긍정적
배,2,긍정적
절대로,2,긍정적
나그네,2,긍정적
뭔,2,긍정적
타고,2,긍정적
짜증나다,2,부정적
책임지다,2,긍정적
세자,2,긍정적
리수,2,긍정적
가까이,2,긍정적
여기저기,2,긍정적
돌아다니다,2,긍정적
럽다,2,부정적
즐거움,2,긍정적
청년,2,긍정적
아들,2,긍정적
아빠,2,긍정적
유례,2,긍정적
히트,2,부정적
기량,2,긍정적
능력,2,긍정적
루프,2,긍정적
탑,2,긍정적
술집,2,긍정적
네이버,2,긍정적
저런,2,긍정적
상,2,긍정적
욕,2,긍정적
보태,2,긍정적
방식,2,긍정적
고수,2,긍정적
패러다임,2,긍정적
들것,2,긍정적
주식,2,긍정적
사르다,2,부정적
노랜,2,긍정적
이나,2,긍정적
컨샙잡,2,부정적
비디오,2,긍정적
특별하다,2,긍정적
단지,2,긍정적
어제,2,긍정적
정중,2,긍정적
아무,2,긍정적
솔로,2,부정적
지리,2,긍정적
극복,2,긍정적
충격,2,부정적
짜릿하다,2,긍정적
계,2,긍정적
시장,2,긍정적
아이템,2,긍정적
융터르,2,부정적
티어,2,긍정적
쇼츠,2,부정적
선입견,2,긍정적
지렁이,2,긍정적
키모,2,부정적
전방,2,긍정적
특,2,긍정적
부대,2,긍정적
서비스,2,긍정적
천만일,2,긍정적
감명,2,긍정적
넘기다,2,긍정적
퍄,2,긍정적
끊다,2,부정적
국밥,2,긍정적
김치,2,긍정적
설랜다,2,부정적
쥑,2,긍정적
한국버츄얼,2,부정적
여느,2,긍정적
세다,2,긍정적
유일,2,부정적
거듭,2,긍정적
수라,2,부정적
오기,2,긍정적
추격,2,긍정적
중인,2,긍정적
선발,2,부정적
의아,2,긍정적
투표,2,긍정적
효,2,긍정적
전화,2,긍정적
교회,2,긍정적
조교,2,긍정적
보드,2,긍정적
식당,2,긍정적
부탁,2,긍정적
확률,2,긍정적
증명,2,긍정적
뭐라다,2,긍정적
설명,2,긍정적
가보,2,긍정적
득,2,긍정적
뷰,2,긍정적
후다닥,2,긍정적
미쳣다,2,부정적
음지,2,긍정적
도안,2,긍정적
세균,2,긍정적
재밋당,2,부정적
곁,2,긍정적
빛나다,2,긍정적
수학여행,2,긍정적
진짜루,2,부정적
인구,2,긍정적
마찬가지,2,긍정적
시각,2,긍정적
획수,2,긍정적
늦,2,긍정적
살이,2,긍정적
끝내다,2,부정적
생소하다,2,긍정적
저건,2,긍정적
연상,2,긍정적
힙찔,2,부정적
랩퍼,2,부정적
욕먹다,2,부정적
산전수전,2,긍정적
시,2,긍정적
와이드,2,부정적
화이,2,긍정적
이모,2,긍정적
원대하다,2,긍정적
마,2,부정적
밉다,2,긍정적
로움,2,부정적
페스티벌,2,긍정적
왜케,2,부정적
불다,2,부정적
내일,2,긍정적
츄카츄카,2,부정적
쑤다,2,긍정적
임박,2,부정적
외딴섬,2,긍정적
커뮤,2,긍정적
조롱,2,긍정적
타임즈스퀘어,2,긍정적
입성,2,긍정적
생존자,2,긍정적
포카띠,2,부정적
왹굳형,2,긍정적
챤넴,2,부정적
변성기,2,긍정적
애기,2,긍정적
오메,2,긍정적
데또,2,긍정적
남지,2,긍정적
학,2,긍정적
회당,2,긍정적
떼다,2,긍정적
집합,2,긍정적
돌이,2,긍정적
천명,2,부정적
성지순례,2,긍정적
투바,2,부정적
갈아타다,2,긍정적
질리다,2,긍정적
응,2,긍정적
믹싱,2,부정적
처리,2,긍정적
예민한사람,2,부정적
만세,2,긍정적
리완인드,2,긍정적
달리,2,긍정적
속도,2,긍정적
이틀,2,부정적
수만,2,긍정적
빠,2,긍정적
금,2,긍정적
절반,2,긍정적
신화,2,긍정적
지랄,2,긍정적
싯떼룻,2,긍정적
쪼금만더,2,부정적
초심,2,긍정적
잉,2,긍정적
흐르다,2,부정적
얼다,2,긍정적
불모,2,부정적
알챗,2,긍정적
기반,2,긍정적
대미,2,긍정적
문의,2,긍정적
겸,2,긍정적
삼년,2,긍정적
이천만조,2,긍정적
한우,2,긍정적
로블,2,부정적
캐릭,2,긍정적
그치다,2,부정적
현질,2,긍정적
엄마,2,긍정적
비밀번호,2,부정적
로벅,2,부정적
형신,2,긍정적
잘알다,2,긍정적
그날,2,부정적
마렵다,2,긍정적
더보,2,부정적
출석,2,긍정적
고등학교,2,긍정적
기숙사,2,긍정적
반성,2,긍정적
비찬,2,긍정적
아어,2,부정적
올려주다,2,긍정적
등장,2,긍정적
강남,2,긍정적
제로,2,긍정적
숟가락,2,긍정적
리기,2,부정적
드노,2,긍정적
종이,2,긍정적
눜,2,긍정적
송파,2,긍정적
가든,2,긍정적
식품,2,긍정적
엘리베이터,2,긍정적
우리엄마,2,긍정적
폰,2,긍정적
옵티머스,2,긍정적
줏어,2,부정적
토끼다,2,부정적
주시,2,긍정적
스폰,2,긍정적
움,2,긍정적
쓰레기,2,긍정적
폐기물,2,긍정적
빨,2,긍정적
줌,2,긍정적
