Processed_Text
"['지나가다', '며', '들다', '여기', '온', '청년', '이다', '실력', '레이브', '못깜', '반박', '시', '커버', '영상', '보고오다', '심지어', '작곡', '작사', '안무', '디렉팅', '직접', '심', '처음', '왜', '좋아하다', '넘기다', '노아', '베텔기우스', '시작', '은호', '랩', '커버', '듣다', '돗자리', '깔다', '오래오래', '음악', '해주다', '지나가다', '며', '들다', '여기', '온', '청년', '이다', '실력', '레이브', '못깜', '반박', '시', '커버', '영상', '보고오다', '심지어', '작곡', '작사', '안무', '디렉팅', '직접', '심', '처음', '왜', '좋아하다', '넘기다', '노아', '베텔기우스', '시작', '은호', '랩', '커버', '듣다', '돗자리', '깔다', '오래오래', '음악', '해주다']"
"['얇다', '편견', '걷다', '진짜', '엄청나다', '많다', '보이다', '그룹', '얇다', '편견', '걷다', '진짜', '엄청나다', '많다', '보이다', '그룹']"
"['현역', '군인', '이다', '생활관', '하루', '종일', '거', '뮤비', '음중', '계속', '돌리다', '보다', '감사하다', '현역', '군인', '이다', '생활관', '하루', '종일', '거', '뮤비', '음중', '계속', '돌리다', '보다', '감사하다']"
"['빅뱅', '이후', '내', '플리', '채우다', '남', '돌이', '나오다', '걸리다', '그렇다', '내', '원하다', '이렇다', '노래', '프로', '듀싱', '안무', '작사', '작곡', '모두', '퀄리티', '가능하다', '완전체', '러닝', '이번', '앨범', '전', '앨범', '모두', '듣다', '있다', '좋다', '이렇다', '가수', '아이돌', '아티스트', '취급', '받다', '정도', '되다', '빅뱅', '이후', '내', '플리', '채우다', '남', '돌이', '나오다', '걸리다', '그렇다', '내', '원하다', '이렇다', '노래', '프로', '듀싱', '안무', '작사', '작곡', '모두', '퀄리티', '가능하다', '완전체', '러닝', '이번', '앨범', '전', '앨범', '모두', '듣다', '있다', '좋다', '이렇다', '가수', '아이돌', '아티스트', '취급', '받다', '정도', '되다']"
"['버추', '얼', '아이돌', '좀', '더', '혁신', '거나', '난해하다', '음악', '상상', '사람', '레이브', '늘', '우리', '감성', '낭만', '사랑', '이야기', '것', '같다', '좋다', '버추', '얼', '아이돌', '좀', '더', '혁신', '거나', '난해하다', '음악', '상상', '사람', '레이브', '늘', '우리', '감성', '낭만', '사랑', '이야기', '것', '같다', '좋다']"
"['아니다', '얘', '진짜', '대단하다', '않다', '한국', '없다', '부드럽다', '움직', '노래', '개다', '부르다', '아이돌', '본국', '치다', '일본', '본적', '없다', '전세계', '한국', '없다', '젊다', '사람', '모이다', '만들다', '스타트업', '기업', '이렇다', '기술자', '작사', '작곡', '안무가', '있다', '엄청나다', '아니다', '사람', '외국', '뺏다', '무서움', '아니다', '얘', '진짜', '대단하다', '않다', '한국', '없다', '부드럽다', '움직', '노래', '개다', '부르다', '아이돌', '본국', '치다', '일본', '본적', '없다', '전세계', '한국', '없다', '젊다', '사람', '모이다', '만들다', '스타트업', '기업', '이렇다', '기술자', '작사', '작곡', '안무가', '있다', '엄청나다', '아니다', '사람', '외국', '뺏다', '무서움']"
"['버츄얼', '아이돌', '선입견', '가로막히다', '여태', '레이브', '노래', '듣다', '않다', '의', '작다', '들다', '위', '시', '처음', '들다', '때', '충격', '노래', '받다', '것', '같다', '레이브', '버츄얼', '아이돌', '아니다', '뮤지션', '더욱', '많다', '대중', '사랑받다', '수', '있다', '그', '날', '오기', '기대', '해보다', '버츄얼', '아이돌', '선입견', '가로막히다', '여태', '레이브', '노래', '듣다', '않다', '의', '작다', '들다', '위', '시', '처음', '들다', '때', '충격', '노래', '받다', '것', '같다', '레이브', '버츄얼', '아이돌', '아니다', '뮤지션', '더욱', '많다', '대중', '사랑받다', '수', '있다', '그', '날', '오기', '기대', '해보다']"
"['룩삼님', '보고', '오다', '여운', '남다', '게', '무슨', '말', '알다', '노래', '존나', '자다', '뽑히다', '왜', '왜', '왜', '야구', '응원가', '마냥', '머리', '맴돌다', '롱런', '쇼', '지나가다', '재', '룩삼님', '보고', '오다', '여운', '남다', '게', '무슨', '말', '알다', '노래', '존나', '자다', '뽑히다', '왜', '왜', '왜', '야구', '응원가', '마냥', '머리', '맴돌다', '롱런', '쇼', '지나가다', '재']"
"['오다', '기사', '보고오다', '생각', '멋있다', '상이', '있다', '작정', '만들다', '네', '역사', '획', '어보', '거', '오다', '기사', '보고오다', '생각', '멋있다', '상이', '있다', '작정', '만들다', '네', '역사', '획', '어보', '거']"
"['요즘', '케팝', '남', '돌다', '난해하다', '스푼', '약간', '퍼포먼스', '스푼', '느낌', '있다', '수록', '곡', '찾아듣다', '않다', '이상', '좋다', '곡', '발견', '힘들다', '레이브', '예전', '세대', '아이돌', '전성기', '시절', '감성', '있다', '있다', '추억', '불다', '일으키다', '자체', '제작', '타이틀', '그렇다', '차다', '재능', '많다', '요즘', '케팝', '남', '돌다', '난해하다', '스푼', '약간', '퍼포먼스', '스푼', '느낌', '있다', '수록', '곡', '찾아듣다', '않다', '이상', '좋다', '곡', '발견', '힘들다', '레이브', '예전', '세대', '아이돌', '전성기', '시절', '감성', '있다', '있다', '추억', '불다', '일으키다', '자체', '제작', '타이틀', '그렇다', '차다', '재능', '많다']"
