Word,Frequency,state
질투,4,긍정적
리더,4,긍정적
룩빡,4,긍정적
일동,4,긍정적
영애,4,긍정적
계시다,4,긍정적
그거,4,부정적
점수,4,긍정적
저런,4,긍정적
뉴,4,긍정적
도와주다,4,긍정적
훌륭하다,4,긍정적
안도,4,긍정적
강하다,4,부정적
흘러가다,4,긍정적
반하다,4,긍정적
어렵다,4,긍정적
적지,4,긍정적
중이,4,긍정적
배다,4,긍정적
주변,4,긍정적
장하다,4,긍정적
미리,4,긍정적
펴다,4,긍정적
저기,4,긍정적
제목,4,긍정적
날아가다,4,긍정적
찾아가다,4,긍정적
오프닝,4,긍정적
송,4,긍정적
동시,4,긍정적
해피엔딩,4,긍정적
엔딩,4,긍정적
그래픽,4,긍정적
우연,4,긍정적
이인,4,긍정적
청,4,긍정적
남성,4,긍정적
굉장하다,4,긍정적
동방신기,4,긍정적
드,4,긍정적
험난하다,4,긍정적
꽂히다,4,긍정적
댓글달다,4,긍정적
적당하다,4,부정적
바람,4,긍정적
상관없다,4,부정적
열,4,긍정적
금방,4,긍정적
드네,4,긍정적
가볍다,4,긍정적
조,4,긍정적
뿐이다,4,긍정적
곁들이다,4,긍정적
뭉치다,4,긍정적
잡히다,4,긍정적
깨지다,4,부정적
열리다,4,긍정적
라면,4,부정적
환상,4,긍정적
낮다,4,긍정적
한몫,4,긍정적
내면,4,긍정적
리스너,4,긍정적
모이,4,긍정적
보답,4,긍정적
감기,4,긍정적
초,4,긍정적
떨리다,4,긍정적
치,4,긍정적
웬만하다,4,긍정적
순위,4,긍정적
뽀뽀,4,긍정적
페이지,4,긍정적
길다,4,긍정적
뚝,4,긍정적
스님,4,긍정적
구현,4,긍정적
쿠키,4,부정적
해소,4,부정적
긁다,4,부정적
어쩜,4,긍정적
꿈결,4,긍정적
은하수,4,부정적
리얼,4,긍정적
주접,4,긍정적
댄브,4,부정적
수박,4,긍정적
무리,4,긍정적
상반,4,긍정적
앞날,4,긍정적
확정,4,긍정적
일지,4,부정적
항,4,긍정적
어그,4,긍정적
오오오,4,긍정적
스트레스,4,긍정적
내보내다,4,긍정적
전시,4,긍정적
우주,4,부정적
둘,4,긍정적
기절,4,긍정적
축제,4,긍정적
뿌리다,4,긍정적
불가능하다,4,긍정적
유지,4,긍정적
감명,4,긍정적
어도,4,긍정적
두다,4,긍정적
최근,4,긍정적
릴스,4,긍정적
틱톡,4,긍정적
얻다,4,긍정적
상관,4,긍정적
옆집,4,긍정적
상승,4,긍정적
적극,4,긍정적
청자,4,긍정적
입장,4,긍정적
실감,4,긍정적
어쩌다가,4,긍정적
길가,4,긍정적
간절하다,4,부정적
속보,4,긍정적
남돌곡,4,긍정적
연출,4,긍정적
여쭈다,4,긍정적
따리,4,긍정적
찢다,4,부정적
외계,4,긍정적
직원,4,긍정적
사이버가수,4,부정적
낯설다,4,부정적
남예준,4,긍정적
유하,4,긍정적
올해,4,긍정적
가도,4,긍정적
멈추다,4,긍정적
할미,4,긍정적
떡밥,4,긍정적
문,4,긍정적
싹,4,긍정적
얼른,4,긍정적
카메라,4,긍정적
고양이,4,긍정적
살짝,4,긍정적
절,4,긍정적
맞추다,4,긍정적
희망이,4,긍정적
소년,4,긍정적
사탕,4,긍정적
착하다,4,긍정적
애정,4,긍정적
청춘,4,긍정적
속이다,4,긍정적
시원하다,4,긍정적
오직,4,긍정적
피다,4,긍정적
포,4,긍정적
퇴근,4,긍정적
가입,4,긍정적
개척,4,긍정적
다짐,4,긍정적
날아오르다,4,긍정적
사다,4,긍정적
쭉쭉,4,긍정적
어쩌,4,긍정적
매,4,긍정적
울림,4,긍정적
땜,4,긍정적
짜증나다,4,긍정적
진가,4,긍정적
웨이포럽,4,긍정적
걸어가다,4,긍정적
유,4,긍정적
치이다,4,긍정적
무료,4,긍정적
촬영,4,긍정적
디즈니,4,긍정적
사랑둥이,4,긍정적
혹시,4,긍정적
늦,4,긍정적
전하,4,긍정적
트위터,4,긍정적
포근하다,4,부정적
헐다,4,긍정적
모야,4,긍정적
시청,4,긍정적
세이,4,긍정적
칭찬,4,긍정적
법적,4,긍정적
사례,4,긍정적
형사,4,긍정적
벅,4,긍정적
밤비야,4,긍정적
깨닫다,4,긍정적
책임지다,4,긍정적
기대하다,4,긍정적
어느새다,4,긍정적
없어지다,4,긍정적
티켓팅,4,긍정적
쟈,4,긍정적
신기,4,긍정적
쏟아지다,4,긍정적
형색,4,긍정적
쑤다,4,긍정적
웨,4,긍정적
럽,4,긍정적
도입,4,긍정적
돌파,4,긍정적
증말,4,긍정적
용,4,긍정적
킹,4,긍정적
언니,4,긍정적
레하,4,긍정적
청년,2,긍정적
못깜,2,긍정적
반박,2,긍정적
심,2,긍정적
현역,2,긍정적
군인,2,긍정적
생활관,2,긍정적
원하다,2,긍정적
러닝,2,긍정적
혁신,2,긍정적
부드럽다,2,부정적
움직,2,긍정적
본국,2,긍정적
젊다,2,긍정적
기업,2,긍정적
뺏다,2,긍정적
무서움,2,긍정적
가로막히다,2,긍정적
오기,2,긍정적
여운,2,긍정적
야구,2,긍정적
응원가,2,긍정적
작정,2,긍정적
어보,2,긍정적
도대체,2,긍정적
탈때,2,긍정적
특수성,2,긍정적
전달,2,긍정적
부각,2,긍정적
셀링,2,부정적
알맹이,2,긍정적
도루묵,2,긍정적
정의,2,긍정적
낯섬,2,긍정적
넘어오다,2,긍정적
내부,2,긍정적
꾸리다,2,긍정적
여러,2,긍정적
군필,2,긍정적
여고생,2,긍정적
동년배,2,긍정적
복잡하다,2,긍정적
이즈,2,긍정적
난이도,2,긍정적
당시,2,긍정적
슬랭,2,긍정적
칠이,2,긍정적
리뷰,2,긍정적
사회,2,긍정적
메세지,2,부정적
남돌판,2,긍정적
듀,2,긍정적
싱하,2,긍정적
시조새,2,긍정적
엨,2,긍정적
워킹맘,2,긍정적
날때,2,긍정적
흐름,2,긍정적
갖추다,2,긍정적
단합,2,긍정적
세우다,2,긍정적
후발,2,긍정적
케이스,2,긍정적
정착,2,긍정적
안치,2,긍정적
수험생,2,긍정적
수능특강,2,긍정적
커뮤니티,2,긍정적
달러,2,긍정적
마무리,2,긍정적
리가,2,긍정적
감각,2,긍정적
지향,2,긍정적
문명,2,긍정적
특급,2,긍정적
요구,2,긍정적
오타쿠,2,긍정적
탈덕,2,긍정적
인간미,2,긍정적
간의,2,긍정적
소속,2,부정적
스밍해,2,긍정적
진지하다,2,긍정적
위상,2,긍정적
갈고,2,긍정적
닦이다,2,긍정적
치중,2,긍정적
펼치다,2,긍정적
래서,2,긍정적
투룸,2,긍정적
빌라,2,긍정적
붙다,2,긍정적
숙소,2,긍정적
다시금,2,긍정적
유독,2,긍정적
판,2,긍정적
잘쓰다,2,긍정적
감회,2,긍정적
흠칫,2,긍정적
개쩌,2,긍정적
왠만하다,2,긍정적
외적인,2,긍정적
덮다,2,긍정적
비쥬,2,긍정적
잊혀지다,2,긍정적
차갑다,2,부정적
못구,2,긍정적
솜씨,2,긍정적
태어나다,2,긍정적
대량,2,긍정적
감미롭다,2,긍정적
인간성,2,긍정적
남돌임,2,긍정적
곡임,2,긍정적
모임,2,긍정적
모범,2,긍정적
답안,2,긍정적
흠잡다,2,긍정적
상영,2,긍정적
회,2,긍정적
동영상,2,긍정적
주문,2,긍정적
일임,2,긍정적
안나,2,긍정적
딸,2,긍정적
헬창형,2,긍정적
다지다,2,부정적
터사,2,긍정적
겉멋,2,긍정적
글로벌,2,긍정적
꼴,2,긍정적
하란,2,긍정적
쫑알거리다,2,긍정적
윌,2,긍정적
대표,2,긍정적
적자,2,긍정적
외주,2,긍정적
계획,2,긍정적
초창,2,긍정적
창립,2,긍정적
갱신,2,긍정적
개발자,2,긍정적
이팩트,2,긍정적
디자인,2,긍정적
디뚝스,2,긍정적
스케쥴,2,부정적
선뜻,2,긍정적
들,2,긍정적
합류,2,부정적
핬,2,긍정적
전적,2,부정적
동의,2,긍정적
모션캡쳐,2,긍정적
여실히,2,긍정적
돌려차기,2,긍정적
주식,2,부정적
상장,2,긍정적
재산,2,긍정적
재다,2,긍정적
승리,2,긍정적
막말,2,긍정적
아가,2,긍정적
폰,2,긍정적
키링,2,긍정적
한적,2,긍정적
초단,2,긍정적
잠도,2,긍정적
자고,2,긍정적
쏟다,2,긍정적
광기,2,긍정적
우스,2,긍정적
잃어버리다,2,긍정적
희미하다,2,부정적
회귀,2,긍정적
듭니,2,긍정적
난적,2,긍정적
떠나오다,2,긍정적
꺼내다,2,긍정적
어루만지다,2,긍정적
꼽아,2,긍정적
심다,2,긍정적
꽃꽃길,2,긍정적
그립다,2,부정적
방울,2,긍정적
펭수,2,긍정적
컨텐츠,2,긍정적
위주,2,긍정적
반년,2,긍정적
브로,2,긍정적
고해,2,긍정적
명확하다,2,부정적
유명,2,부정적
샘플링,2,긍정적
방식,2,긍정적
꾸밈,2,긍정적
심심하다,2,긍정적
문제,2,긍정적
하니,2,긍정적
승하,2,긍정적
발음,2,긍정적
아들,2,긍정적
베댓,2,긍정적
마라톤,2,긍정적
절차,2,긍정적
밟다,2,긍정적
뭔,2,긍정적
부수,2,긍정적
의지,2,긍정적
휩쓸다,2,긍정적
점령,2,긍정적
낮,2,긍정적
설다,2,긍정적
낮선,2,긍정적
맥락,2,긍정적
절대로,2,긍정적
샤워,2,긍정적
찡찡거리다,2,긍정적
부러워하다,2,긍정적
흘러나오다,2,긍정적
뉴스,2,긍정적
코웃음,2,긍정적
친,2,긍정적
오픈,2,긍정적
마인드,2,긍정적
저리,2,긍정적
특보,2,긍정적
진하다,2,긍정적
쟁쟁,2,긍정적
놔두다,2,긍정적
여친,2,긍정적
장땡임,2,긍정적
데려오다,2,긍정적
밸런스,2,긍정적
다시다,2,긍정적
달이,2,긍정적
음식,2,부정적
어색하다,2,긍정적
낯,2,긍정적
내뱉다,2,긍정적
앞서다,2,긍정적
가짐,2,긍정적
시점,2,긍정적
하든,2,긍정적
안쓰럽다,2,긍정적
비웃다,2,긍정적
권리,2,긍정적
실험,2,긍정적
위험하다,2,긍정적
도박,2,긍정적
무의식,2,긍정적
강요,2,긍정적
망정,2,긍정적
가하다,2,긍정적
생전,2,긍정적
앞뒤,2,긍정적
주시,2,긍정적
윤택,2,긍정적
가꾸다,2,긍정적
나날이,2,긍정적
만약,2,긍정적
노출,2,긍정적
할퀴다,2,긍정적
굳은살,2,부정적
고여,2,긍정적
물길,2,긍정적
슈스들,2,긍정적
여자애,2,긍정적
달성,2,긍정적
다행하다,2,부정적
선입견없는편,2,긍정적
수강신청,2,긍정적
신청,2,긍정적
인원,2,긍정적
체크,2,긍정적
무한,2,긍정적
다재다능하다,2,긍정적
버츄얼그룹임,2,긍정적
불구,2,긍정적
후기,2,부정적
스토어,2,긍정적
땀,2,부정적
버츄얼쪽,2,부정적
찢어지다,2,부정적
잘나가다,2,긍정적
덕행,2,긍정적
이정,2,긍정적
육각형,2,긍정적
포트,2,긍정적
팬미팅,2,긍정적
제외,2,긍정적
볼일,2,긍정적
냉정하다,2,긍정적
뭐짘,2,긍정적
시장,2,긍정적
방법,2,긍정적
전임,2,긍정적
전권,2,긍정적
맡기다,2,긍정적
뭐임,2,긍정적
정상,2,긍정적
오천만,2,긍정적
특수,2,긍정적
공급,2,긍정적
수요,2,긍정적
따라가다,2,긍정적
안부,2,긍정적
제자리,2,긍정적
다행,2,긍정적
빼곡,2,긍정적
별일,2,긍정적
데리다,2,부정적
이즈리얼,2,부정적
로드,2,긍정적
하얗다,2,부정적
랬,2,긍정적
이란,2,긍정적
보족,2,긍정적
세트,2,긍정적
자축,2,긍정적
자마자,2,긍정적
울면,2,긍정적
스밍체크,2,긍정적
네이버,2,긍정적
커뮤,2,긍정적
핫,2,긍정적
게시,2,긍정적
각자,2,긍정적
죵,2,긍정적
군대,2,긍정적
자본주의,2,긍정적
현,2,긍정적
단비,2,긍정적
파도,2,긍정적
마련,2,긍정적
두껍다,2,긍정적
박살,2,긍정적
웃,2,긍정적
김점,2,긍정적
쌩,2,긍정적
버튼,2,긍정적
눌리,2,긍정적
스타트,2,긍정적
잡다,2,긍정적
신드롬,2,긍정적
한강,2,긍정적
팔고,2,부정적
키포인트,2,긍정적
죽지,2,긍정적
끼치다,2,긍정적
다운,2,긍정적
노리,2,긍정적
컬러,2,부정적
팔레트,2,긍정적
이곡,2,긍정적
대중가요,2,부정적
맙시,2,긍정적
수로,2,긍정적
형성,2,긍정적
도움,2,긍정적
룩빡이들,2,긍정적
부로,2,긍정적
스트릿,2,긍정적
출신,2,긍정적
예의,2,긍정적
산전수전,2,긍정적
트랙,2,긍정적
메이킹,2,부정적
사오다,2,긍정적
율동,2,긍정적
물다,2,긍정적
츄르,2,긍정적
울먹거리다,2,긍정적
떠올리다,2,부정적
비중,2,긍정적
탕,2,긍정적
걸그룹,2,긍정적
암흑,2,긍정적
내다보다,2,긍정적
대성,2,긍정적
우울증,2,긍정적
앓다,2,긍정적
현중,2,긍정적
재미없다,2,긍정적
모델,2,긍정적
정이,2,긍정적
거실,2,긍정적
나오니,2,긍정적
망가지다,2,긍정적
걷기,2,부정적
빌다,2,긍정적
오타,2,긍정적
맞춤법,2,긍정적
고치,2,긍정적
인터넷,2,긍정적
방송인,2,긍정적
기준,2,긍정적
달려오다,2,긍정적
커녕,2,긍정적
시각,2,긍정적
순,2,긍정적
남팬,2,긍정적
도덕,2,긍정적
수업,2,긍정적
달기,2,긍정적
학년,2,긍정적
학생,2,긍정적
전체,2,긍정적
인상,2,긍정적
특징,2,긍정적
연,2,긍정적
그을거,2,긍정적
외면,2,긍정적
만회,2,긍정적
걸어오다,2,긍정적
부추기다,2,긍정적
사방,2,긍정적
가늠,2,긍정적
물리다,2,긍정적
아득하다,2,부정적
백지,2,긍정적
동떨어지다,2,긍정적
발자국,2,긍정적
주저,2,긍정적
움직임,2,긍정적
땀방울,2,긍정적
막연하다,2,긍정적
이어진,2,긍정적
만연하다,2,긍정적
문장,2,긍정적
쉼표,2,긍정적
마침표,2,긍정적
일기,2,긍정적
설치,2,긍정적
침대,2,긍정적
이불,2,긍정적
괴물,2,긍정적
한시,2,긍정적
잠자리,2,긍정적
파고들다,2,긍정적
해답,2,긍정적
결코,2,긍정적
돌이키다,2,긍정적
헛된,2,긍정적
개쩌넼,2,긍정적
바램,2,긍정적
슬프다,2,긍정적
모델링,2,긍정적
빌리다,2,긍정적
일부,2,긍정적
연주,2,긍정적
생생하다,2,부정적
빼먹다,2,긍정적
서프라이즈,2,긍정적
주기도,2,긍정적
자시다,2,긍정적
시구,2,긍정적
외출,2,부정적
난생,2,긍정적
눈쌀,2,긍정적
찌푸리다,2,긍정적
조심,2,긍정적
연락,2,긍정적
해달라다,2,긍정적
스펙트럼,2,긍정적
으쓱,2,긍정적
괜,2,긍정적
웃곀,2,긍정적
설득,2,긍정적
밝혀내다,2,긍정적
욕심,2,긍정적
이겠다,2,긍정적
색감,2,긍정적
풍경,2,긍정적
호강,2,긍정적
끌리다,2,긍정적
초기,2,긍정적
듬,2,긍정적
마이,2,부정적
나나,2,긍정적
채다,2,긍정적
린,2,긍정적
지용,2,긍정적
짧아지다,2,긍정적
범벅,2,긍정적
즈음,2,긍정적
온달,2,긍정적
부디,2,긍정적
리즘,2,긍정적
마구,2,긍정적
오해,2,긍정적
특색,2,긍정적
이처럼,2,긍정적
만년,2,긍정적
메모리즈,2,긍정적
귓가,2,긍정적
살랑,2,긍정적
청량곡,2,긍정적
쯤,2,긍정적
간만,2,긍정적
갇히다,2,긍정적
놀랍다,2,긍정적
신세계,2,긍정적
넓히다,2,긍정적
후크쏭,2,긍정적
음율,2,긍정적
헀다,2,부정적
픽셀,2,긍정적
손해,2,긍정적
남지,2,긍정적
버츄얼들,2,긍정적
업계,2,긍정적
관점,2,긍정적
마이너,2,긍정적
공략,2,긍정적
섬세하다,2,긍정적
맴,2,긍정적
버들,2,긍정적
표정,2,긍정적
계정,2,긍정적
즉,2,긍정적
오가다,2,긍정적
오,2,긍정적
라우,2,긍정적
테일,2,긍정적
왜케좋,2,긍정적
맛있다,2,부정적
대중픽,2,긍정적
노리다,2,긍정적
놀다,2,긍정적
입시,2,긍정적
짝,2,긍정적
대학,2,긍정적
합격,2,긍정적
습,2,긍정적
어딧어,2,긍정적
표절논란,2,부정적
무척,2,긍정적
포럽,2,긍정적
창법,2,긍정적
목,2,긍정적
매니아,2,긍정적
비음,2,긍정적
섞이다,2,긍정적
담백하다,2,긍정적
숨,2,긍정적
턱,2,긍정적
막히다,2,긍정적
통수,2,긍정적
쪽팔리다,2,긍정적
반성,2,긍정적
보이지,2,긍정적
선입견있던,2,긍정적
익숙하다,2,부정적
찾기,2,긍정적
피파,2,긍정적
승선근무예비역,2,부정적
개띠,2,긍정적
예비군,2,긍정적
겜,2,긍정적
한판,2,부정적
잘못,2,긍정적
거임,2,긍정적
충,2,긍정적
댐,2,긍정적
모레,2,긍정적
마흔,2,긍정적
넊낌,2,긍정적
왓다,2,긍정적
청량파긴함,2,긍정적
돌팬,2,긍정적
팔다,2,긍정적
클립,2,긍정적
유람,2,긍정적
흐르다,2,긍정적
오그,2,긍정적
상해,2,긍정적
격는,2,긍정적
치가,2,긍정적
성향,2,긍정적
애교,2,긍정적
부리고,2,긍정적
치대다,2,긍정적
거장,2,긍정적
나진,2,긍정적
신선하다,2,부정적
인스타,2,긍정적
르,2,긍정적
세라핌,2,긍정적
지하,2,긍정적
입히다,2,긍정적
비제,2,긍정적
탈,2,긍정적
탑,2,긍정적
행,2,긍정적
최전선,2,긍정적
온갖,2,긍정적
견디다,2,긍정적
개선,2,긍정적
계세,2,긍정적
반영,2,부정적
곳도,2,긍정적
인내심,2,긍정적
산물,2,긍정적
원동력,2,긍정적
이하,2,긍정적
멋대로,2,긍정적
라즈,2,긍정적
예술,2,긍정적
경지,2,긍정적
빈공간,2,긍정적
자구,2,긍정적
몇몇,2,긍정적
뻔,2,긍정적
기획사,2,긍정적
연구,2,긍정적
개취,2,긍정적
억지,2,긍정적
두텁다,2,긍정적
통한,2,긍정적
뿜었는데,2,긍정적
토끼,2,긍정적
물만두,2,긍정적
서럽다,2,긍정적
중독되엇어,2,긍정적
다듷,2,긍정적
어쩌구,2,부정적
잔뜩,2,긍정적
심오하다,2,긍정적
비유,2,긍정적
소린,2,긍정적
왕따,2,긍정적
팽배,2,긍정적
청량,2,긍정적
의문,2,긍정적
필요,2,긍정적
편안함,2,부정적
음으로,2,긍정적
귀가,2,긍정적
블록,2,긍정적
모양,2,긍정적
쓩,2,긍정적
불편하다,2,부정적
장면,2,긍정적
소년만화,2,긍정적
실물,2,긍정적
변화무쌍하다,2,긍정적
컴퓨터,2,긍정적
메시지,2,긍정적
끝내다,2,긍정적
케익,2,긍정적
들여놓다,2,긍정적
촛불,2,긍정적
업무,2,긍정적
과중,2,긍정적
애인,2,긍정적
따름,2,긍정적
날자,2,긍정적
만점,2,긍정적
기특하다,2,부정적
직캠,2,긍정적
악,2,긍정적
락,2,긍정적
차분해지다,2,긍정적
았,2,긍정적
무색,2,긍정적
주말,2,긍정적
쇼케이스,2,부정적
한페이,2,긍정적
급,2,긍정적
홀,2,긍정적
관할,2,긍정적
갖은,2,부정적
대관,2,긍정적
프로모션,2,긍정적
업체,2,긍정적
내놓다,2,긍정적
것일,2,긍정적
여성,2,긍정적
기차,2,긍정적
칸,2,긍정적
선봉,2,긍정적
뚫다,2,긍정적
룩삼보,2,긍정적
게뭐,2,긍정적
루한,2,긍정적
나임,2,긍정적
호가,2,긍정적
기엽,2,긍정적
차도,2,긍정적
뱅,2,긍정적
날기,2,긍정적
대체,2,긍정적
타이틀곡,2,긍정적
왜인,2,긍정적
떠오르다,2,긍정적
명언,2,긍정적
팔자,2,긍정적
시너지,2,긍정적
대신,2,긍정적
좌충우돌,2,긍정적
겹,2,긍정적
씌우다,2,긍정적
시스템,2,긍정적
서먹하다,2,긍정적
습도,2,긍정적
친밀해지다,2,긍정적
희다,2,긍정적
평화,2,긍정적
반드시,2,긍정적
랄,2,긍정적
훌쩍,2,긍정적
재의,2,긍정적
잿빛,2,긍정적
붉다,2,긍정적
몬가,2,긍정적
허참,2,긍정적
쌈,2,긍정적
추가,2,긍정적
한국말,2,긍정적
과거,2,긍정적
취하,2,긍정적
조화,2,긍정적
수단,2,긍정적
헛소문,2,긍정적
모으다,2,긍정적
부차,2,긍정적
센스,2,긍정적
붙이다,2,긍정적
시안,2,긍정적
법칙,2,긍정적
악플러,2,긍정적
가나,2,긍정적
비걸,2,긍정적
특수하다,2,긍정적
이목,2,긍정적
똘똘,2,긍정적
저물다,2,긍정적
벌이다,2,긍정적
게로,2,긍정적
틈,2,긍정적
벗어나다,2,부정적
조명,2,긍정적
넼,2,긍정적
큐,2,긍정적
옌,2,긍정적
친근하다,2,부정적
외형,2,긍정적
외관,2,긍정적
대다수,2,긍정적
방증,2,긍정적
휀걸,2,긍정적
엠,2,긍정적
오묘하다,2,긍정적
비피엠,2,긍정적
훑다,2,긍정적
즐거움,2,긍정적
단조롭다,2,긍정적
운명론,2,긍정적
기대다,2,긍정적
파서,2,긍정적
보라,2,긍정적
고장,2,긍정적
봄철,2,부정적
조심하다,2,긍정적
한해,2,긍정적
보정,2,긍정적
쥬,2,긍정적
은발,2,부정적
혐생,2,긍정적
중딩,2,긍정적
기괴,2,부정적
위도,2,긍정적
왓,2,긍정적
발짝,2,긍정적
다가가다,2,긍정적
익숙,2,긍정적
캐럿,2,긍정적
핑뚝,2,긍정적
고치다,2,긍정적
심금,2,긍정적
린다,2,긍정적
날리다,2,부정적
린데,2,긍정적
형님,2,긍정적
표,2,긍정적
꽉차다,2,긍정적
위너,2,긍정적
펜타곤,2,긍정적
마켓팅,2,긍정적
올라서다,2,긍정적
님들,2,긍정적
해주시,2,긍정적
몰카,2,긍정적
산,2,긍정적
면,2,긍정적
밥,2,부정적
올리다,2,긍정적
넘사벽,2,긍정적
초월,2,긍정적
기이,2,긍정적
감격,2,긍정적
쩔어요,2,긍정적
씨,2,긍정적
웠던,2,긍정적
가버리다,2,긍정적
짘짜,2,긍정적
어찌,2,긍정적
깔리다,2,부정적
잘맞다,2,긍정적
꿈나라,2,긍정적
꿈빛,2,긍정적
밤꿈,2,긍정적
형용,2,긍정적
놓이다,2,긍정적
보름달,2,긍정적
시골,2,긍정적
잔,2,긍정적
격해지다,2,긍정적
댄브때,2,긍정적
빡,2,긍정적
겉,2,긍정적
핥다,2,긍정적
식,2,긍정적
바비인형,2,긍정적
틴,2,긍정적
자세하다,2,긍정적
음미,2,긍정적
몽환,2,긍정적
롱화,2,긍정적
동화,2,긍정적
꿈속,2,긍정적
회전목마,2,부정적
등진,2,긍정적
어둡다,2,긍정적
설계,2,긍정적
일부러,2,긍정적
극단,2,긍정적
두운,2,긍정적
충만,2,긍정적
따윈,2,긍정적
거짓,2,긍정적
쿵,2,긍정적
찧다,2,긍정적
보석같다,2,긍정적
어쩜좋,2,긍정적
심정,2,긍정적
쏙,2,긍정적
숨막히다,2,긍정적
털다,2,부정적
갓,2,긍정적
류,2,긍정적
야무지다,2,긍정적
버터,2,긍정적
창창하다,2,긍정적
최고다,2,긍정적
자도,2,긍정적
위노,2,긍정적
해킹,2,긍정적
타임스퀘어,2,긍정적
핸드폰,2,긍정적
아이패드,2,긍정적
맥북,2,긍정적
갤탭,2,긍정적
자시,2,긍정적
전송,2,긍정적
강제,2,긍정적
심각하다,2,긍정적
잘추다,2,긍정적
훅,2,긍정적
펀치,2,긍정적
차리다,2,긍정적
혼미하다,2,긍정적
어딧,2,긍정적
찰싹,2,긍정적
달라붙다,2,부정적
찹쌀떡,2,긍정적
점도,2,긍정적
이세,2,긍정적
존,2,긍정적
화학물질,2,긍정적
쬬,2,긍정적
롤롤,2,긍정적
옹드,2,긍정적
거려,2,긍정적
전설,2,긍정적
격렬하다,2,긍정적
탈모,2,부정적
놓치다,2,긍정적
인기가요,2,긍정적
엠카,2,긍정적
더쇼,2,긍정적
출시,2,긍정적
켜,2,긍정적
해조,2,긍정적
압살,2,긍정적
발언,2,긍정적
뒷굴러봐,2,긍정적
신화,2,긍정적
벽화,2,긍정적
씨디,2,부정적
박물관,2,긍정적
당장,2,긍정적
픽픽,2,긍정적
겟,2,긍정적
다리,2,부정적
엎어지다,2,긍정적
힘빠지다,2,긍정적
퀸카,2,긍정적
킹카,2,긍정적
파뤼,2,긍정적
초대장,2,긍정적
뿌슝뿌슝,2,긍정적
초대,2,긍정적
헤어지다,2,긍정적
대화,2,긍정적
주고받다,2,긍정적
해산,2,긍정적
고조,2,긍정적
효과음,2,긍정적
겟습,2,긍정적
윌리엄,2,긍정적
제왑,2,긍정적
삐,2,긍정적
힛맨뱅,2,긍정적
미드나잇,2,긍정적
핑크색,2,긍정적
쁜,2,긍정적
가루,2,긍정적
통,2,긍정적
만팔천구백이십삼,2,긍정적
조통,2,긍정적
화려하다,2,긍정적
장렬,2,긍정적
웅장,2,긍정적
버렷,2,긍정적
빨강,2,긍정적
파랑,2,긍정적
색,2,긍정적
일상생활,2,긍정적
거동,2,긍정적
산소,2,긍정적
호흡기,2,긍정적
성량,2,긍정적
키우다,2,긍정적
서울,2,긍정적
만방,2,긍정적
니즈,2,긍정적
궁합,2,긍정적
메들리,2,긍정적
콕,2,긍정적
네버,2,긍정적
블확실,2,긍정적
레인보우,2,긍정적
꽁꽁,2,긍정적
어머니,2,긍정적
활약,2,긍정적
아미가,2,긍정적
살기,2,긍정적
생활고,2,긍정적
괴로움,2,긍정적
왜때,2,긍정적
합치다,2,긍정적
무진장,2,긍정적
거립니,2,긍정적
수직,2,긍정적
팔리다,2,긍정적
삿,2,긍정적
서도,2,긍정적
선두,2,긍정적
산업,2,긍정적
관전,2,긍정적
격감,2,긍정적
방도,2,긍정적
인지,2,긍정적
메인,2,긍정적
로라,2,긍정적
다비드상,2,긍정적
원숭이,2,긍정적
장안,2,긍정적
픽,2,긍정적
데뷔전,2,긍정적
홍대,2,긍정적
버스킹,2,긍정적
크리스마스,2,긍정적
세번,2,긍정적
인연,2,긍정적
필연,2,긍정적
사르다,2,긍정적
답,2,긍정적
걸왜,2,긍정적
보나,2,긍정적
흐엉,2,긍정적
알리,2,긍정적
싸우다,2,긍정적
바알,2,긍정적
반짝이다,2,부정적
나야,2,긍정적
아모,2,긍정적
꿈꾸다,2,긍정적
던,2,긍정적
셈,2,긍정적
잡솨,2,긍정적
구랭,2,긍정적
수면,2,긍정적
연습생시절,2,긍정적
근근히,2,긍정적
눈팅,2,긍정적
쫌쫌,2,긍정적
당일,2,긍정적
거치,2,긍정적
주일,2,긍정적
기간,2,긍정적
민아,2,긍정적
찾아다니다,2,긍정적
공감,2,긍정적
가림,2,부정적
빵꾸,2,긍정적
내기,2,긍정적
대강,2,긍정적
일수,2,긍정적
초로,2,긍정적
힘쓰다,2,긍정적
연예인,2,긍정적
지하철,2,긍정적
짬날때,2,긍정적
범위,2,긍정적
넓어지다,2,부정적
웃기,2,긍정적
니요,2,긍정적
비감,2,긍정적
제약,2,긍정적
없애다,2,부정적
크로마키,2,부정적
합성,2,부정적
질적,2,긍정적
질감,2,긍정적
홀딱,2,긍정적
반한,2,긍정적
라떼,2,부정적
음반,2,긍정적
굿굿,2,긍정적
탈케,2,긍정적
찌,2,긍정적
최초,2,긍정적
쩔다,2,긍정적
얼탱,2,긍정적
역대,2,긍정적
지코,2,긍정적
인용,2,긍정적
삿대질,2,긍정적
주목,2,긍정적
파란,2,긍정적
분홍,2,긍정적
은색,2,긍정적
때마,2,긍정적
팝송,2,긍정적
장창,2,긍정적
마,2,긍정적
성의,2,긍정적
후원,2,긍정적
지원,2,긍정적
현명하다,2,긍정적
첫인상,2,긍정적
역할,2,긍정적
기원,2,긍정적
베트남,2,긍정적
성실하다,2,긍정적
