                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.2701,                 2.9413,                 1.4597,                0.47124,                0.47255,                0.46411,                  0.258,                 1.4825,                 2.8548,                   1.72,             0.00047515,             0.00047515,             0.00047515
